#x [m]T Exact [C]T Computed [C]
0.005000 0.999507 -nan
0.015000 0.995562 -nan
0.025000 0.987688 -nan
0.035000 0.975917 -nan
0.045000 0.960294 -nan
0.055000 0.940881 -nan
0.065000 0.917755 -nan
0.075000 0.891007 -nan
0.085000 0.860742 -nan
0.095000 0.827081 -nan
0.105000 0.790155 -nan
0.115000 0.750111 -nan
0.125000 0.707107 -nan
0.135000 0.661312 -nan
0.145000 0.612907 -nan
0.155000 0.562083 -nan
0.165000 0.509041 -nan
0.175000 0.453990 -nan
0.185000 0.397148 -nan
0.195000 0.338738 -nan
0.205000 0.278991 -nan
0.215000 0.218143 -nan
0.225000 0.156434 -nan
0.235000 0.094108 -nan
0.245000 0.031411 -nan
0.255000 -0.031411 -nan
0.265000 -0.094108 -nan
0.275000 -0.156434 -nan
0.285000 -0.218143 -nan
0.295000 -0.278991 -nan
0.305000 -0.338738 -nan
0.315000 -0.397148 -nan
0.325000 -0.453990 -nan
0.335000 -0.509041 -nan
0.345000 -0.562083 -nan
0.355000 -0.612907 -nan
0.365000 -0.661312 -nan
0.375000 -0.707107 -nan
0.385000 -0.750111 -nan
0.395000 -0.790155 -nan
0.405000 -0.827081 -nan
0.415000 -0.860742 -nan
0.425000 -0.891007 -nan
0.435000 -0.917755 -nan
0.445000 -0.940881 -nan
0.455000 -0.960294 -nan
0.465000 -0.975917 -nan
0.475000 -0.987688 -nan
0.485000 -0.995562 -nan
0.495000 -0.999507 -nan
0.505000 -0.999507 -nan
0.515000 -0.995562 -nan
0.525000 -0.987688 -nan
0.535000 -0.975917 -nan
0.545000 -0.960294 -nan
0.555000 -0.940881 -nan
0.565000 -0.917755 -nan
0.575000 -0.891007 -nan
0.585000 -0.860742 -nan
0.595000 -0.827081 -nan
0.605000 -0.790155 -nan
0.615000 -0.750111 -nan
0.625000 -0.707107 -nan
0.635000 -0.661312 -nan
0.645000 -0.612907 -nan
0.655000 -0.562083 -nan
0.665000 -0.509041 -nan
0.675000 -0.453990 -nan
0.685000 -0.397148 -nan
0.695000 -0.338738 -nan
0.705000 -0.278991 -nan
0.715000 -0.218143 -nan
0.725000 -0.156434 -nan
0.735000 -0.094108 -nan
0.745000 -0.031411 -nan
0.755000 0.031411 -nan
0.765000 0.094108 -nan
0.775000 0.156434 -nan
0.785000 0.218143 -nan
0.795000 0.278991 -nan
0.805000 0.338738 -nan
0.815000 0.397148 -nan
0.825000 0.453990 -nan
0.835000 0.509041 -nan
0.845000 0.562083 -nan
0.855000 0.612907 -nan
0.865000 0.661312 -nan
0.875000 0.707107 -nan
0.885000 0.750111 -nan
0.895000 0.790155 -nan
0.905000 0.827081 -nan
0.915000 0.860742 -nan
0.925000 0.891007 -nan
0.935000 0.917755 -nan
0.945000 0.940881 -nan
0.955000 0.960294 -nan
0.965000 0.975917 -nan
0.975000 0.987688 -nan
0.985000 0.995562 -nan
0.995000 0.999507 -nan
